,,,,,Original variables,,,,,,,,,,,first order lag variables,,,,,,,,,,,SEVENTH ORDER LAG VARIABLES,,,,,,,,,,
10/3/2010,1,3,7,0,11.05228171,36.46531475,32.0403584,28.53925973,53.6242801,1.32E-10,62.96698706,19.27034771,4.86681914,2.265481965,289.6762399,17.62673338,44.44607915,52.33354384,46.57344937,41.81838927,0.099999945,56.26373632,20.1348783,4.768948447,2.242329891,313.7699197,20.28708634,50.14384949,33.35549558,39.53921128,44.28693472,0.097782644,60.81496006,19.32614515,4.545872402,2.20432685,341.4668054
11/3/2010,1,3,1,0,44.64132765,37.33543109,11.44917602,1.859587004,38.60852417,1.39E-04,98.52099559,13.77124982,4.313720813,2.217086021,185.5061954,11.05228171,36.46531475,32.0403584,28.53925973,53.6242801,1.32E-10,62.96698706,19.27034771,4.86681914,2.265481965,289.6762399,21.44724145,40.47114725,6.856499234,39.82066383,20.94079961,2.75E-15,76.95199899,17.48511788,3.952997848,2.139933243,231.7182039
12/3/2010,1,3,2,0,39.03772738,17.99874618,10.33913435,23.17228438,77.34339798,6.78E-16,77.02106744,14.5161698,4.539012121,2.180726217,288.8011003,44.64132765,37.33543109,11.44917602,1.859587004,38.60852417,1.39E-04,98.52099559,13.77124982,4.313720813,2.217086021,185.5061954,22.75903998,55.4634382,11.85971051,17.01886369,10.91505596,4.93E-06,37.64617467,15.36135813,2.997620847,1.938830676,226.3401503
13-03-2010,1,3,3,0,21.1759672,38.31927998,5.691515003,13.37504766,34.41928874,7.60E-17,84.86817016,12.93445052,3.802612867,2.12125804,167.6129989,39.03772738,17.99874618,10.33913435,23.17228438,77.34339798,6.78E-16,77.02106744,14.5161698,4.539012121,2.180726217,288.8011003,21.21418497,37.36586331,6.762727186,8.087983601,38.35982067,8.88E-17,64.6936333,12.47768236,3.864917314,1.926077368,192.2787101
14-03-2010,1,3,4,0,43.67684185,37.16063873,36.88834826,19.2878716,63.34794029,0.099999998,73.7988374,15.72901729,4.588835617,2.12721315,323.4974043,21.1759672,38.31927998,5.691515003,13.37504766,34.41928874,7.60E-17,84.86817016,12.93445052,3.802612867,2.12125804,167.6129989,46.25865217,27.32060474,22.5527243,19.33842092,26.45475406,0.002047188,44.98069152,14.71320618,3.897955698,2.049352499,278.1258575
15-03-2010,1,3,5,0,27.028118,55.94398913,38.96944657,46.77616169,62.41083291,0.1,64.11365455,19.11261792,4.859488049,2.245837336,366.556883,43.67684185,37.16063873,36.88834826,19.2878716,63.34794029,0.099999998,73.7988374,15.72901729,4.588835617,2.12721315,323.4974043,24.21304763,11.53071017,28.17193471,21.014059,54.14564782,2.13E-17,74.28716044,15.63903518,4.614973727,2.141586117,234.0698678
16-03-2010,1,3,6,0,65.20459628,39.40978572,53.22885018,38.7338026,52.90068401,0.1,42.08704225,21.20731651,4.909440927,2.279206836,431.3483363,27.028118,55.94398913,38.96944657,46.77616169,62.41083291,0.1,64.11365455,19.11261792,4.859488049,2.245837336,366.556883,8.229126912,52.22338628,33.31032223,46.83340389,49.09124257,1.95E-04,49.15495021,17.80217465,4.646293798,2.225840921,252.2805235
17-03-2010,1,3,7,0,26.7612187,27.42184518,35.72936117,20.33340077,40.31132198,4.16E-06,85.78325234,18.13544213,4.808815845,2.274006258,256.970681,65.20459628,39.40978572,53.22885018,38.7338026,52.90068401,0.1,42.08704225,21.20731651,4.909440927,2.279206836,431.3483363,17.62673338,44.44607915,52.33354384,46.57344937,41.81838927,0.099999945,56.26373632,20.1348783,4.768948447,2.242329891,313.7699197
18-03-2010,1,3,1,0,51.48777777,7.511665943,12.21251566,9.512295287,52.90880993,3.14E-14,71.36980731,15.07356928,4.578388082,2.239347478,246.145146,26.7612187,27.42184518,35.72936117,20.33340077,40.31132198,4.16E-06,85.78325234,18.13544213,4.808815845,2.274006258,256.970681,11.05228171,36.46531475,32.0403584,28.53925973,53.6242801,1.32E-10,62.96698706,19.27034771,4.86681914,2.265481965,289.6762399
19-03-2010,1,3,2,0,41.96894482,14.21407676,9.27218214,2.731199373,31.24837721,9.94E-17,72.9295428,11.65163945,3.923170654,2.140249527,183.923178,51.48777777,7.511665943,12.21251566,9.512295287,52.90880993,3.14E-14,71.36980731,15.07356928,4.578388082,2.239347478,246.145146,44.64132765,37.33543109,11.44917602,1.859587004,38.60852417,1.39E-04,98.52099559,13.77124982,4.313720813,2.217086021,185.5061954
20-03-2010,1,3,3,0,44.77328243,34.47005004,5.936206737,19.877149,45.87726494,3.66E-08,71.20135721,12.99591069,4.029223492,2.073473034,226.6740517,41.96894482,14.21407676,9.27218214,2.731199373,31.24837721,9.94E-17,72.9295428,11.65163945,3.923170654,2.140249527,183.923178,39.03772738,17.99874618,10.33913435,23.17228438,77.34339798,6.78E-16,77.02106744,14.5161698,4.539012121,2.180726217,288.8011003
21-03-2010,1,3,4,0,20.77787186,29.53921128,13.2873219,18.51895443,25.55140714,1.56E-17,56.89405853,14.3515385,3.647380398,2.038177248,232.7036958,44.77328243,34.47005004,5.936206737,19.877149,45.87726494,3.66E-08,71.20135721,12.99591069,4.029223492,2.073473034,226.6740517,21.1759672,38.31927998,5.691515003,13.37504766,34.41928874,7.60E-17,84.86817016,12.93445052,3.802612867,2.12125804,167.6129989
22-03-2010,1,3,5,0,41.78765385,54.73099574,34.98539486,37.47104689,51.80109328,0.1,53.16710002,17.76652701,4.517941942,2.099896204,360.4123234,20.77787186,29.53921128,13.2873219,18.51895443,25.55140714,1.56E-17,56.89405853,14.3515385,3.647380398,2.038177248,232.7036958,43.67684185,37.16063873,36.88834826,19.2878716,63.34794029,0.099999998,73.7988374,15.72901729,4.588835617,2.12721315,323.4974043
23-03-2010,1,3,6,0,20.43126583,50.52829554,47.78402893,36.1462752,36.29005708,0.099999999,70.41221575,19.14686436,4.687059358,2.219746956,323.6734068,41.78765385,54.73099574,34.98539486,37.47104689,51.80109328,0.1,53.16710002,17.76652701,4.517941942,2.099896204,360.4123234,27.028118,55.94398913,38.96944657,46.77616169,62.41083291,0.1,64.11365455,19.11261792,4.859488049,2.245837336,366.556883
24-03-2010,1,3,7,0,22.07851946,37.1319754,33.59034654,19.82693102,35.1685788,7.47E-05,85.32968616,17.25143892,4.680063602,2.237206001,226.1316507,20.43126583,50.52829554,47.78402893,36.1462752,36.29005708,0.099999999,70.41221575,19.14686436,4.687059358,2.219746956,323.6734068,65.20459628,39.40978572,53.22885018,38.7338026,52.90068401,0.1,42.08704225,21.20731651,4.909440927,2.279206836,431.3483363
25-03-2010,1,3,1,0,8.719174009,54.00763139,13.91971757,11.91554278,50.65845547,7.21E-12,68.98015353,13.62643131,4.489249203,2.215862344,167.5971585,22.07851946,37.1319754,33.59034654,19.82693102,35.1685788,7.47E-05,85.32968616,17.25143892,4.680063602,2.237206001,226.1316507,26.7612187,27.42184518,35.72936117,20.33340077,40.31132198,4.16E-06,85.78325234,18.13544213,4.808815845,2.274006258,256.970681
26-03-2010,1,3,2,1,51.34456877,41.5210885,5.799473442,14.41465208,59.05271155,0.020835507,74.26553787,13.35104793,4.237275833,2.166367242,235.6573699,8.719174009,54.00763139,13.91971757,11.91554278,50.65845547,7.21E-12,68.98015353,13.62643131,4.489249203,2.215862344,167.5971585,51.48777777,7.511665943,12.21251566,9.512295287,52.90880993,3.14E-14,71.36980731,15.07356928,4.578388082,2.239347478,246.145146
27-03-2010,1,3,3,1,31.75009531,41.32091403,15.8330706,4.270787992,52.88537736,1.52E-06,61.70916571,14.01238137,4.193189716,2.131851996,291.2556576,51.34456877,41.5210885,5.799473442,14.41465208,59.05271155,0.020835507,74.26553787,13.35104793,4.237275833,2.166367242,235.6573699,41.96894482,14.21407676,9.27218214,2.731199373,31.24837721,9.94E-17,72.9295428,11.65163945,3.923170654,2.140249527,183.923178
28-03-2010,1,3,4,1,23.57574321,59.86583333,34.87635397,8.815746017,45.96478621,0.099999999,67.06105103,13.70863802,4.460786243,2.158018864,266.5584644,31.75009531,41.32091403,15.8330706,4.270787992,52.88537736,1.52E-06,61.70916571,14.01238137,4.193189716,2.131851996,291.2556576,44.77328243,34.47005004,5.936206737,19.877149,45.87726494,3.66E-08,71.20135721,12.99591069,4.029223492,2.073473034,226.6740517
29-03-2010,1,3,5,1,50.97435329,52.72670861,26.03685433,31.69412893,43.94565251,0.1,64.64314256,16.94006358,4.539026181,2.197203735,343.8425104,23.57574321,59.86583333,34.87635397,8.815746017,45.96478621,0.099999999,67.06105103,13.70863802,4.460786243,2.158018864,266.5584644,20.77787186,29.53921128,13.2873219,18.51895443,25.55140714,1.56E-17,56.89405853,14.3515385,3.647380398,2.038177248,232.7036958
30-03-2010,1,3,6,1,27.92269812,54.82996182,45.30992721,47.14756207,48.62079105,0.1,59.27732699,19.65655984,4.693290082,2.222709966,369.8328664,50.97435329,52.72670861,26.03685433,31.69412893,43.94565251,0.1,64.64314256,16.94006358,4.539026181,2.197203735,343.8425104,41.78765385,54.73099574,34.98539486,37.47104689,51.80109328,0.1,53.16710002,17.76652701,4.517941942,2.099896204,360.4123234
31-03-2010,1,3,7,1,20.70154893,36.83340389,25.59888317,15.72604408,47.98037359,4.73E-09,84.87033901,17.55021096,4.697957617,2.23977816,241.0404382,27.92269812,54.82996182,45.30992721,47.14756207,48.62079105,0.1,59.27732699,19.65655984,4.693290082,2.222709966,369.8328664,20.43126583,50.52829554,47.78402893,36.1462752,36.29005708,0.099999999,70.41221575,19.14686436,4.687059358,2.219746956,323.6734068
1/4/2010,2,4,1,0,34.97840347,42.59074038,18.67372612,4.61488983,63.85445307,0.002281785,33.23484333,15.6101972,4.607014963,2.230548943,334.0929808,20.70154893,36.83340389,25.59888317,15.72604408,47.98037359,4.73E-09,84.87033901,17.55021096,4.697957617,2.23977816,241.0404382,22.07851946,37.1319754,33.59034654,19.82693102,35.1685788,7.47E-05,85.32968616,17.25143892,4.680063602,2.237206001,226.1316507
2/4/2010,2,4,2,0,30.66680154,26.57344937,6.928132929,18.48210697,44.66690787,2.74E-17,42.68337118,13.76993951,4.148711969,2.169707993,249.4636009,34.97840347,42.59074038,18.67372612,4.61488983,63.85445307,0.002281785,33.23484333,15.6101972,4.607014963,2.230548943,334.0929808,8.719174009,54.00763139,13.91971757,11.91554278,50.65845547,7.21E-12,68.98015353,13.62643131,4.489249203,2.215862344,167.5971585
3/4/2010,2,4,3,0,49.02459057,27.8088896,16.34383599,24.68412429,34.29811214,1.09E-04,59.40652741,15.78913002,3.953776032,2.092171175,290.2924273,30.66680154,26.57344937,6.928132929,18.48210697,44.66690787,2.74E-17,42.68337118,13.76993951,4.148711969,2.169707993,249.4636009,51.34456877,41.5210885,5.799473442,14.41465208,59.05271155,0.020835507,74.26553787,13.35104793,4.237275833,2.166367242,235.6573699
4/4/2010,2,4,4,0,35.46239875,17.78938051,31.46535192,23.07072218,51.53582617,2.31E-08,44.87261151,17.11196491,4.551613142,2.140699983,308.1205855,49.02459057,27.8088896,16.34383599,24.68412429,34.29811214,1.09E-04,59.40652741,15.78913002,3.953776032,2.092171175,290.2924273,31.75009531,41.32091403,15.8330706,4.270787992,52.88537736,1.52E-06,61.70916571,14.01238137,4.193189716,2.131851996,291.2556576
5/4/2010,2,4,5,0,69.754298,49.75842657,39.59249137,33.53618485,56.92880479,0.1,73.81635487,18.70680197,4.797704971,2.235303412,379.3406393,35.46239875,17.78938051,31.46535192,23.07072218,51.53582617,2.31E-08,44.87261151,17.11196491,4.551613142,2.140699983,308.1205855,23.57574321,59.86583333,34.87635397,8.815746017,45.96478621,0.099999999,67.06105103,13.70863802,4.460786243,2.158018864,266.5584644
6/4/2010,2,4,6,0,47.03790886,35.06257149,51.60463186,49.51239176,28.49077168,0.1,47.73510067,20.80869447,4.711382495,2.252247917,405.2170954,69.754298,49.75842657,39.59249137,33.53618485,56.92880479,0.1,73.81635487,18.70680197,4.797704971,2.235303412,379.3406393,50.97435329,52.72670861,26.03685433,31.69412893,43.94565251,0.1,64.64314256,16.94006358,4.539026181,2.197203735,343.8425104
7/4/2010,2,4,7,0,33.29472918,28.93180741,8.619224823,43.06837534,35.57000098,2.18E-14,30.48640316,19.98515624,4.493058262,2.219686059,320.841034,47.03790886,35.06257149,51.60463186,49.51239176,28.49077168,0.1,47.73510067,20.80869447,4.711382495,2.252247917,405.2170954,27.92269812,54.82996182,45.30992721,47.14756207,48.62079105,0.1,59.27732699,19.65655984,4.693290082,2.222709966,369.8328664
8/4/2010,2,4,1,0,53.40195839,49.48076497,9.562966328,35.31538119,54.49708972,0.099999607,27.96159881,18.55076487,4.171892216,2.159286208,389.449207,33.29472918,28.93180741,8.619224823,43.06837534,35.57000098,2.18E-14,30.48640316,19.98515624,4.493058262,2.219686059,320.841034,20.70154893,36.83340389,25.59888317,15.72604408,47.98037359,4.73E-09,84.87033901,17.55021096,4.697957617,2.23977816,241.0404382
9/4/2010,2,4,2,0,67.77954128,32.19202359,21.70130932,12.76202663,61.03718245,0.1,58.54124197,17.3319685,4.432412896,2.152262672,398.5197029,53.40195839,49.48076497,9.562966328,35.31538119,54.49708972,0.099999607,27.96159881,18.55076487,4.171892216,2.159286208,389.449207,34.97840347,42.59074038,18.67372612,4.61488983,63.85445307,0.002281785,33.23484333,15.6101972,4.607014963,2.230548943,334.0929808
10/4/2010,2,4,3,0,31.52836694,26.77616169,27.36174046,7.042666703,32.6418522,5.96E-08,65.95151933,14.69881502,4.328204929,2.17026643,266.5591059,67.77954128,32.19202359,21.70130932,12.76202663,61.03718245,0.1,58.54124197,17.3319685,4.432412896,2.152262672,398.5197029,30.66680154,26.57344937,6.928132929,18.48210697,44.66690787,2.74E-17,42.68337118,13.76993951,4.148711969,2.169707993,249.4636009
11/4/2010,2,4,4,0,29.65386205,18.7338026,24.94410244,16.22748559,43.04248492,2.62E-13,58.04906986,14.88165111,4.508629895,2.178928761,254.3367773,31.52836694,26.77616169,27.36174046,7.042666703,32.6418522,5.96E-08,65.95151933,14.69881502,4.328204929,2.17026643,266.5591059,49.02459057,27.8088896,16.34383599,24.68412429,34.29811214,1.09E-04,59.40652741,15.78913002,3.953776032,2.092171175,290.2924273
12/4/2010,2,4,5,0,53.83108556,15.50010115,40.02792821,44.26653574,30.41489574,0.099991383,76.47025525,17.85803107,4.521392151,2.200554809,300.0173494,29.65386205,18.7338026,24.94410244,16.22748559,43.04248492,2.62E-13,58.04906986,14.88165111,4.508629895,2.178928761,254.3367773,35.46239875,17.78938051,31.46535192,23.07072218,51.53582617,2.31E-08,44.87261151,17.11196491,4.551613142,2.140699983,308.1205855
13-04-2010,2,4,6,0,58.82930417,29.26844293,41.95096753,37.79103194,51.57161025,0.1,74.94357298,20.39720611,4.860383184,2.238769013,383.7434489,53.83108556,15.50010115,40.02792821,44.26653574,30.41489574,0.099991383,76.47025525,17.85803107,4.521392151,2.200554809,300.0173494,69.754298,49.75842657,39.59249137,33.53618485,56.92880479,0.1,73.81635487,18.70680197,4.797704971,2.235303412,379.3406393
14-04-2010,2,4,7,0,38.54157598,19.09679906,27.22774945,21.10921566,59.0074394,2.68E-08,58.62574581,18.56525512,4.815022861,2.269587207,325.0520279,58.82930417,29.26844293,41.95096753,37.79103194,51.57161025,0.1,74.94357298,20.39720611,4.860383184,2.238769013,383.7434489,47.03790886,35.06257149,51.60463186,49.51239176,28.49077168,0.1,47.73510067,20.80869447,4.711382495,2.252247917,405.2170954
15-04-2010,2,4,1,0,27.63149203,44.8157235,14.15650019,2.230983615,73.64053945,1.52E-07,61.16868396,15.24388794,4.68798017,2.251607857,301.4054929,38.54157598,19.09679906,27.22774945,21.10921566,59.0074394,2.68E-08,58.62574581,18.56525512,4.815022861,2.269587207,325.0520279,33.29472918,28.93180741,8.619224823,43.06837534,35.57000098,2.18E-14,30.48640316,19.98515624,4.493058262,2.219686059,320.841034
16-04-2010,2,4,2,0,25.59217191,27.77843165,25.8462185,3.445551359,57.91396412,9.42E-11,51.21869359,13.70770585,4.507086103,2.218667066,287.6096533,27.63149203,44.8157235,14.15650019,2.230983615,73.64053945,1.52E-07,61.16868396,15.24388794,4.68798017,2.251607857,301.4054929,53.40195839,49.48076497,9.562966328,35.31538119,54.49708972,0.099999607,27.96159881,18.55076487,4.171892216,2.159286208,389.449207
17-04-2010,2,4,3,0,57.12589406,17.47104689,37.06248588,9.428172116,60.5170619,0.099999136,39.35924628,15.68817671,4.778289687,2.228440667,356.3726274,25.59217191,27.77843165,25.8462185,3.445551359,57.91396412,9.42E-11,51.21869359,13.70770585,4.507086103,2.218667066,287.6096533,67.77954128,32.19202359,21.70130932,12.76202663,61.03718245,0.1,58.54124197,17.3319685,4.432412896,2.152262672,398.5197029
18-04-2010,2,4,4,0,69.37282774,32.55146879,26.01717351,27.31456119,64.90865572,0.1,60.18827305,18.00415954,4.812071044,2.260758504,423.6911499,57.12589406,17.47104689,37.06248588,9.428172116,60.5170619,0.099999136,39.35924628,15.68817671,4.778289687,2.228440667,356.3726274,31.52836694,26.77616169,27.36174046,7.042666703,32.6418522,5.96E-08,65.95151933,14.69881502,4.328204929,2.17026643,266.5591059
19-04-2010,2,4,5,0,59.23329743,43.33465596,31.3761323,40.8253618,24.93330616,0.1,51.02682152,19.30511791,4.313988657,2.211134024,410.5266842,69.37282774,32.55146879,26.01717351,27.31456119,64.90865572,0.1,60.18827305,18.00415954,4.812071044,2.260758504,423.6911499,29.65386205,18.7338026,24.94410244,16.22748559,43.04248492,2.62E-13,58.04906986,14.88165111,4.508629895,2.178928761,254.3367773
20-04-2010,2,4,6,0,54.17487133,16.1462752,47.84211311,21.9372448,39.32812686,0.099999999,44.81543243,18.98570536,4.723826433,2.201417452,355.6556128,59.23329743,43.33465596,31.3761323,40.8253618,24.93330616,0.1,51.02682152,19.30511791,4.313988657,2.211134024,410.5266842,53.83108556,15.50010115,40.02792821,44.26653574,30.41489574,0.099991383,76.47025525,17.85803107,4.521392151,2.200554809,300.0173494
21-04-2010,2,4,7,0,74.37990153,14.74039653,22.71081104,34.03872957,29.72609748,0.099999273,75.0679552,18.11691336,4.576671473,2.230067937,327.3737402,54.17487133,16.1462752,47.84211311,21.9372448,39.32812686,0.099999999,44.81543243,18.98570536,4.723826433,2.201417452,355.6556128,58.82930417,29.26844293,41.95096753,37.79103194,51.57161025,0.1,74.94357298,20.39720611,4.860383184,2.238769013,383.7434489
22-04-2010,2,4,1,0,46.19674943,32.87331417,9.465021912,11.88847623,58.13365571,1.05E-06,80.21676575,15.94683337,4.449078996,2.200081655,270.0655254,74.37990153,14.74039653,22.71081104,34.03872957,29.72609748,0.099999273,75.0679552,18.11691336,4.576671473,2.230067937,327.3737402,38.54157598,19.09679906,27.22774945,21.10921566,59.0074394,2.68E-08,58.62574581,18.56525512,4.815022861,2.269587207,325.0520279
23-04-2010,2,4,2,0,21.45208816,36.62197813,15.25372619,11.82706525,64.84824517,2.61E-13,62.04122577,14.58573567,4.414221087,2.181919165,295.0867665,46.19674943,32.87331417,9.465021912,11.88847623,58.13365571,1.05E-06,80.21676575,15.94683337,4.449078996,2.200081655,270.0655254,27.63149203,44.8157235,14.15650019,2.230983615,73.64053945,1.52E-07,61.16868396,15.24388794,4.68798017,2.251607857,301.4054929
24-04-2010,2,4,3,0,39.22977966,21.40618199,21.75055524,13.98435738,53.69646077,2.24E-09,58.64369586,14.94074528,4.441449666,2.181058017,280.8031183,21.45208816,36.62197813,15.25372619,11.82706525,64.84824517,2.61E-13,62.04122577,14.58573567,4.414221087,2.181919165,295.0867665,25.59217191,27.77843165,25.8462185,3.445551359,57.91396412,9.42E-11,51.21869359,13.70770585,4.507086103,2.218667066,287.6096533
25-04-2010,2,4,4,0,9.086899792,13.22361903,13.18304987,18.59414883,58.35647041,9.67E-30,77.75650162,13.85579783,4.49788666,2.19046135,190.710992,39.22977966,21.40618199,21.75055524,13.98435738,53.69646077,2.24E-09,58.64369586,14.94074528,4.441449666,2.181058017,280.8031183,57.12589406,17.47104689,37.06248588,9.428172116,60.5170619,0.099999136,39.35924628,15.68817671,4.778289687,2.228440667,356.3726274
26-04-2010,2,4,5,1,66.96421393,11.69412893,22.27862856,46.01674472,41.96057352,0.071848749,60.86555208,17.34529475,4.316560712,2.176392122,297.2613001,9.086899792,13.22361903,13.18304987,18.59414883,58.35647041,9.67E-30,77.75650162,13.85579783,4.49788666,2.19046135,190.710992,69.37282774,32.55146879,26.01717351,27.31456119,64.90865572,0.1,60.18827305,18.00415954,4.812071044,2.260758504,423.6911499
